Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51	start_52	end_52	start_53	end_53	start_54	end_54	start_55	end_55	start_56	end_56	start_57	end_57	start_58	end_58	start_59	end_59	start_60	end_60	start_61	end_61	start_62	end_62	start_63	end_63	start_64	end_64	start_65	end_65	start_66	end_66	start_67	end_67	start_68	end_68	start_69	end_69	start_70	end_70	start_71	end_71	start_72	end_72	start_73	end_73	start_74	end_74	start_75	end_75	start_76	end_76	start_77	end_77	start_78	end_78	start_79	end_79	start_80	end_80	start_81	end_81	start_82	end_82	start_83	end_83	start_84	end_84	start_85	end_85
740	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	2	8	1	1	1	1	1	1	4	4	15	4	10	3	3	3	3	3	3	3	2	2	2	2	24	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	3	15	3	3	24	24	49	24	2	2	49	49	3	3	3	3	3	10	3	15	3	3	35	49	1	1	1	1	1	2	13	1	1	13	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	35	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
750	61	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	13	4	4	4	3	3	3	3	3	3	3	3	11	2	2	2	3	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	3	15	3	3	3	3	3	3	10	11	1	10	3	3	3	3	3	3	1	13	1	10	1	1	1	1	1	1	8	8	1	8	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	1	5	17	5	5	5	5	5	5	5	5	5	5	5	5	5	5	61	61
760	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	4	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	4	15	4	15	15	4	4	4	4	4	4	4	4	4	15	15	15	15	15	15	3	15	10	3	3	3	3	3	1	10	2	2	8	8	3	3	3	3	3	3	3	4	3	3	24	24	1	1	1	1	8	8	8	8	1	8	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	24	5	5	5	5	5	36	5	5	5	5	5	5	33	5	33	33
770	48	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	8	11	2	8	1	1	1	1	1	1	4	4	4	4	3	3	3	3	3	3	3	3	2	2	11	2	3	3	3	3	3	3	3	3	4	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	15	4	15	15	3	15	3	3	3	3	3	3	3	3	3	11	3	3	3	3	3	3	3	3	2	4	3	11	3	3	1	1	1	1	1	8	1	1	1	1	1	1	1	3	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	3	10	3	3	5	5	5	5	5	19	5	5	5	5	5	5	5	5	48	48
780	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	4	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	4	15	3	15	4	4	4	4	4	4	4	4	4	4	4	4	29	4	29	29	24	29	24	24	3	3	3	3	11	24	2	2	3	11	3	3	3	3	3	3	4	4	3	15	3	3	1	1	1	1	1	8	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	10	5	5	5	5	5	19	5	5	5	5	5	5	52	5	52	52
790	50	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	3	3	1	1	1	1	1	1	3	11	3	8	1	1	1	1	1	1	15	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	3	15	3	3	3	3	3	3	3	3	2	2	11	11	3	3	3	3	3	3	3	15	3	3	2	11	8	1	8	8	3	3	1	24	1	1	1	1	8	11	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	5	5	5	5	17	5	5	5	5	5	5	5	5	50	50
800	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24	11	3	3	1	1	1	1	1	1	2	11	24	8	1	1	1	1	1	1	4	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	4	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	3	15	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	4	3	15	10	3	1	1	1	1	24	24	1	24	1	1	1	1	1	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	5	5	17	5	17	17	5	17	5	5	5	5	5	5	5	5
810	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	11	3	3	1	1	1	1	1	1	8	11	2	8	1	1	1	1	1	1	3	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	30	15	24	30	3	3	3	3	24	24	2	2	24	24	3	3	3	3	3	3	3	3	3	3	8	24	1	1	1	1	1	8	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	5	5	5	5	17	5	5	5	5	5	5	48	5	48	48
820	33	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	11	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	23	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	11	3	3	3	3	3	3	3	4	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	11	11	11	11	2	2	2	11	3	3	3	3	3	3	23	44	18	23	18	18	1	1	1	1	8	8	8	8	1	8	1	1	10	3	1	10	1	1	1	1	1	1	1	1	1	1	1	24	1	1	1	1	5	33	5	5	5	5	5	5	5	5	5	5	5	5	5	5	33	33
830	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	3	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	4	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	15	15	3	15	3	3	3	3	11	3	2	2	3	11	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	8	1	1	1	1	1	1	24	24	1	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	5	5	17	5	5	17	5	5	5	5	5	5	54	5	54	54
840	16	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	4	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	15	3	4	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	11	15	3	3	3	3	2	11	2	2	2	2	3	3	3	3	3	3	3	15	3	3	19	11	1	1	1	1	1	8	1	1	1	1	1	1	3	3	10	10	10	10	1	10	1	1	1	1	1	1	1	1	1	1	1	1	5	35	5	5	5	5	5	5	5	5	5	5	5	5	5	5	16	16
850	61	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	4	4	15	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	4	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	15	15	3	15	3	3	3	3	3	3	2	2	11	11	3	3	3	3	3	3	3	15	3	3	3	11	1	1	1	1	1	8	1	1	1	1	1	1	3	3	10	10	10	10	10	10	10	10	1	1	1	1	1	1	1	1	10	10	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	61	61
860	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	4	4	14	4	11	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	3	3	3	3	2	2	11	11	3	3	3	3	11	11	2	14	2	11	2	11	1	1	1	1	1	8	1	1	1	1	1	1	3	3	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	5	5	5	5	17	5	5	5	5	5	5	55	5	55	55
870	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	15	4	4	4	3	3	3	3	3	3	3	3	11	2	2	2	3	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	3	3	24	11	24	24	3	3	3	3	3	3	3	15	3	3	24	24	1	1	1	1	1	8	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	24	5	5	5	5	5	5	5	5	5	5	5	5	61	5	61	61
880	37	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	11	3	3	1	1	1	1	1	1	2	11	1	8	1	1	1	1	1	1	5	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	3	15	15	4	4	4	4	4	4	4	4	4	15	15	3	15	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	11	3	3	3	3	3	3	5	20	5	19	5	18	1	1	1	1	8	8	1	8	1	1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	17	5	5	5	5	5	5	5	5	5	5	5	5	5	5	37	37
890	59	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	1	8	1	1	1	1	1	1	4	4	15	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	3	3	2	2	11	11	3	3	3	3	3	3	3	15	3	3	2	11	1	1	1	1	1	8	1	1	1	1	1	1	3	3	1	10	1	1	1	1	1	1	1	1	1	1	1	1	8	1	2	8	2	2	5	5	5	5	5	18	5	5	5	5	5	5	5	5	59	59
900	49	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	15	4	2	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	2	2	11	11	3	3	3	3	3	3	3	30	3	3	5	11	1	1	1	1	1	8	1	1	1	1	1	1	3	11	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	17	5	5	5	5	5	5	5	5	5	5	5	5	5	5	49	49
910	59	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	10	1	1	1	2	11	8	8	1	1	1	1	1	1	15	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	11	3	3	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	11	11	3	3	3	3	11	11	2	2	11	11	3	3	3	3	3	3	3	15	3	3	2	11	1	1	1	1	8	8	8	8	1	8	10	10	3	3	17	10	17	17	17	17	17	17	1	1	1	1	1	1	1	1	17	17	5	33	5	5	5	5	5	5	5	5	5	5	5	5	0	5	59	59
920	38	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	4	4	15	4	3	3	3	3	3	3	3	3	24	2	2	2	3	3	3	3	3	3	3	3	9	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	9	9	3	9	3	3	3	3	3	3	10	24	10	10	3	3	3	3	3	3	3	15	3	3	1	10	1	1	1	1	1	8	1	1	1	1	10	1	3	3	10	10	10	10	10	10	1	10	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	17	5	5	5	5	5	5	5	5	38	38
930	58	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	10	3	1	1	1	1	1	1	2	11	21	8	1	1	1	1	1	1	3	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	11	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	11	11	11	11	2	2	11	11	3	3	3	3	3	3	3	3	3	3	8	11	1	1	1	1	1	21	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18	8	5	5	5	5	5	18	5	5	5	5	5	5	5	5	58	58
940	17	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	11	3	3	1	1	1	1	1	1	8	11	2	8	1	1	1	1	1	1	3	4	3	4	10	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	11	3	3	11	3	3	10	2	10	10	3	3	3	3	10	10	3	3	3	10	1	10	1	1	1	1	8	8	1	8	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	1	17	17	5	17	5	5	5	5	5	5	5	5	5	5	5	5	5	5	17	17
950	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	3	3	1	1	1	1	1	1	2	11	2	8	1	1	1	1	1	1	1	4	1	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	3	3	2	2	2	11	3	3	3	3	3	3	1	1	1	10	8	8	1	1	1	1	2	2	1	8	1	1	1	1	3	11	3	10	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	5	5	5	5	5	17	5	5	5	5	5	5	0	5	16	16
960	46	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	11	3	3	1	1	1	1	1	1	8	11	2	8	1	1	1	1	1	1	3	4	3	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	15	4	3	15	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	10	3	10	10	1	1	1	1	8	8	8	8	8	8	1	1	1	11	1	1	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	46	46
970	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	11	3	3	1	1	1	1	1	1	1	11	1	8	1	1	1	1	1	1	15	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	4	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	15	15	3	15	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	15	10	3	1	10	1	1	1	1	1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	10	1	10	1	1	1	1	1	1	1	1	1	1	5	1	5	5	5	5	5	5	5	5	5	5	5	5	51	5	51	51
980	53	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24	11	3	3	1	1	1	1	1	1	3	11	10	8	1	1	1	1	1	1	15	4	4	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	15	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	3	3	2	2	22	11	3	3	3	3	3	3	3	15	3	3	18	22	1	1	1	1	10	10	10	10	1	10	1	1	1	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	5	32	5	5	5	5	5	5	5	5	5	5	5	5	5	5	53	53
990	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11	3	3	1	1	1	1	1	1	8	11	1	8	1	1	1	1	1	1	4	4	14	4	11	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	15	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	3	3	3	3	2	2	2	11	3	3	3	3	11	11	2	14	11	11	2	11	1	1	1	1	8	8	8	8	1	8	1	1	3	3	10	10	10	10	10	10	1	10	1	1	1	1	1	1	1	1	2	1	2	2	5	5	5	5	5	18	5	5	5	5	5	5	38	5	38	38
1000	57	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	11	3	3	1	1	1	1	1	1	2	11	8	8	1	1	1	1	1	1	2	4	2	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	15	4	15	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	15	3	3	3	3	3	3	11	3	2	2	11	11	3	3	3	3	3	3	2	2	3	11	2	11	1	1	1	1	8	8	8	8	1	8	1	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	8	5	5	5	5	5	18	5	5	5	5	5	5	5	5	57	57
